Float pumping speeds by length of pipe between two pumps:
length: 836 measured in pump: 274.28509521484 measured out pump: 274.28509521484
length: 837 measured in pump: 273.97198486328 measured out pump: 273.9719543457
length: 838 measured in pump: 273.65963745117 measured out pump: 273.65960693359
length: 839 measured in pump: 273.34780883789 measured out pump: 273.34780883789
length: 840 measured in pump: 273.03689575195 measured out pump: 273.03689575195
length: 841 measured in pump: 272.72677612305 measured out pump: 272.72674560547
length: 842 measured in pump: 272.41717529297 measured out pump: 272.41714477539
length: 843 measured in pump: 272.10818481445 measured out pump: 272.10818481445
length: 844 measured in pump: 271.80014038086 measured out pump: 271.80014038086
length: 845 measured in pump: 271.49273681641 measured out pump: 271.49270629883
length: 846 measured in pump: 271.18594360352 measured out pump: 271.18594360352
length: 847 measured in pump: 270.87997436523 measured out pump: 270.87997436523
length: 848 measured in pump: 270.57434082031 measured out pump: 270.57431030273
length: 849 measured in pump: 270.2698059082 measured out pump: 270.26977539063
length: 850 measured in pump: 269.96588134766 measured out pump: 269.96588134766
length: 851 measured in pump: 269.66232299805 measured out pump: 269.66232299805
length: 852 measured in pump: 269.35968017578 measured out pump: 269.35968017578
length: 853 measured in pump: 269.05783081055 measured out pump: 269.05780029297
length: 854 measured in pump: 268.75646972656 measured out pump: 268.75646972656
length: 855 measured in pump: 268.45574951172 measured out pump: 268.45574951172
length: 856 measured in pump: 268.1559753418 measured out pump: 268.15594482422
length: 857 measured in pump: 267.85665893555 measured out pump: 267.85665893555
length: 858 measured in pump: 267.55804443359 measured out pump: 267.55801391602
length: 859 measured in pump: 267.25985717773 measured out pump: 267.25985717773
length: 860 measured in pump: 266.9626159668 measured out pump: 266.9626159668
length: 861 measured in pump: 266.66619873047 measured out pump: 266.66616821289
length: 862 measured in pump: 266.37008666992 measured out pump: 266.37005615234
length: 863 measured in pump: 266.07489013672 measured out pump: 266.07489013672
length: 864 measured in pump: 265.78021240234 measured out pump: 265.78018188477
length: 865 measured in pump: 265.48617553711 measured out pump: 265.48617553711
length: 866 measured in pump: 265.19277954102 measured out pump: 265.19274902344
length: 867 measured in pump: 264.90014648438 measured out pump: 264.9001159668
length: 868 measured in pump: 264.60827636719 measured out pump: 264.60824584961
length: 869 measured in pump: 264.31677246094 measured out pump: 264.31677246094
length: 870 measured in pump: 264.02578735352 measured out pump: 264.02575683594
length: 871 measured in pump: 263.73571777344 measured out pump: 263.73571777344
length: 872 measured in pump: 263.44625854492 measured out pump: 263.44625854492
length: 873 measured in pump: 263.15747070313 measured out pump: 263.15744018555
length: 874 measured in pump: 262.86926269531 measured out pump: 262.86926269531
length: 875 measured in pump: 262.58160400391 measured out pump: 262.58157348633
length: 876 measured in pump: 262.29455566406 measured out pump: 262.29452514648
length: 877 measured in pump: 262.00827026367 measured out pump: 262.00823974609
length: 878 measured in pump: 261.72247314453 measured out pump: 261.72247314453
length: 879 measured in pump: 261.4375 measured out pump: 261.43746948242
length: 880 measured in pump: 261.15298461914 measured out pump: 261.15298461914
length: 881 measured in pump: 260.86911010742 measured out pump: 260.86911010742
length: 882 measured in pump: 260.58587646484 measured out pump: 260.58587646484
length: 883 measured in pump: 260.30310058594 measured out pump: 260.30310058594
length: 884 measured in pump: 260.02130126953 measured out pump: 260.02127075195
length: 885 measured in pump: 259.73980712891 measured out pump: 259.73977661133
length: 886 measured in pump: 259.45910644531 measured out pump: 259.45907592773
length: 887 measured in pump: 259.17886352539 measured out pump: 259.17883300781
length: 888 measured in pump: 258.8991394043 measured out pump: 258.89910888672
length: 889 measured in pump: 258.62020874023 measured out pump: 258.62017822266
length: 890 measured in pump: 258.34188842773 measured out pump: 258.34185791016
length: 891 measured in pump: 258.06402587891 measured out pump: 258.06402587891
length: 892 measured in pump: 257.7868347168 measured out pump: 257.78680419922
length: 893 measured in pump: 257.51013183594 measured out pump: 257.51013183594
length: 894 measured in pump: 257.23431396484 measured out pump: 257.23431396484
length: 895 measured in pump: 256.95889282227 measured out pump: 256.95886230469
length: 896 measured in pump: 256.68420410156 measured out pump: 256.68420410156
length: 897 measured in pump: 256.40972900391 measured out pump: 256.40969848633
length: 898 measured in pump: 256.1360168457 measured out pump: 256.1360168457
length: 899 measured in pump: 255.86311340332 measured out pump: 255.86308288574
length: 900 measured in pump: 255.59065246582 measured out pump: 255.59065246582
length: 901 measured in pump: 255.31857299805 measured out pump: 255.31854248047
length: 902 measured in pump: 255.04740905762 measured out pump: 255.04737854004
length: 903 measured in pump: 254.77641296387 measured out pump: 254.77641296387
length: 904 measured in pump: 254.50636291504 measured out pump: 254.50633239746
length: 905 measured in pump: 254.23678588867 measured out pump: 254.23677062988
length: 906 measured in pump: 253.96768188477 measured out pump: 253.96768188477
length: 907 measured in pump: 253.69923400879 measured out pump: 253.69920349121
length: 908 measured in pump: 253.43141174316 measured out pump: 253.43138122559
length: 909 measured in pump: 253.16390991211 measured out pump: 253.16387939453
length: 910 measured in pump: 252.89735412598 measured out pump: 252.8973236084
length: 911 measured in pump: 252.63110351563 measured out pump: 252.63110351563
length: 912 measured in pump: 252.3655090332 measured out pump: 252.36547851563
length: 913 measured in pump: 252.10052490234 measured out pump: 252.10049438477
length: 914 measured in pump: 251.83590698242 measured out pump: 251.83587646484
length: 915 measured in pump: 251.57174682617 measured out pump: 251.57171630859
length: 916 measured in pump: 251.30850219727 measured out pump: 251.30847167969
length: 917 measured in pump: 251.04563903809 measured out pump: 251.04560852051
length: 918 measured in pump: 250.78321838379 measured out pump: 250.783203125
length: 919 measured in pump: 250.52157592773 measured out pump: 250.52156066895
length: 920 measured in pump: 250.26011657715 measured out pump: 250.26011657715
length: 921 measured in pump: 249.9995880127 measured out pump: 249.99955749512
length: 922 measured in pump: 249.73954772949 measured out pump: 249.73951721191
length: 923 measured in pump: 249.47985839844 measured out pump: 249.47982788086
length: 924 measured in pump: 249.22061157227 measured out pump: 249.22059631348
length: 925 measured in pump: 248.96229553223 measured out pump: 248.96229553223
length: 926 measured in pump: 248.70420837402 measured out pump: 248.70417785645
length: 927 measured in pump: 248.4468536377 measured out pump: 248.44682312012
length: 928 measured in pump: 248.18984985352 measured out pump: 248.18981933594
length: 929 measured in pump: 247.93347167969 measured out pump: 247.93344116211
length: 930 measured in pump: 247.67758178711 measured out pump: 247.67752075195
length: 931 measured in pump: 247.4221496582 measured out pump: 247.42211914063
length: 932 measured in pump: 247.16752624512 measured out pump: 247.16746520996
length: 933 measured in pump: 246.91305541992 measured out pump: 246.91300964355
length: 934 measured in pump: 246.65951538086 measured out pump: 246.65948486328
length: 935 measured in pump: 246.40600585938 measured out pump: 246.40600585938
length: 936 measured in pump: 246.15328979492 measured out pump: 246.15325927734
length: 937 measured in pump: 245.90106201172 measured out pump: 245.90103149414
length: 938 measured in pump: 245.64958190918 measured out pump: 245.6495513916
length: 939 measured in pump: 245.39828491211 measured out pump: 245.39826965332
length: 940 measured in pump: 245.14764404297 measured out pump: 245.14761352539
length: 941 measured in pump: 244.89729309082 measured out pump: 244.89729309082
length: 942 measured in pump: 244.64790344238 measured out pump: 244.6478729248
length: 943 measured in pump: 244.39868164063 measured out pump: 244.39865112305
length: 944 measured in pump: 244.15008544922 measured out pump: 244.15005493164
length: 945 measured in pump: 243.90197753906 measured out pump: 243.90194702148
length: 946 measured in pump: 243.65419006348 measured out pump: 243.65419006348
length: 947 measured in pump: 243.40733337402 measured out pump: 243.40730285645
length: 948 measured in pump: 243.16065979004 measured out pump: 243.16062927246
length: 949 measured in pump: 242.91461181641 measured out pump: 242.91455078125
length: 950 measured in pump: 242.66888427734 measured out pump: 242.66885375977
length: 951 measured in pump: 242.42376708984 measured out pump: 242.42373657227
length: 952 measured in pump: 242.17929077148 measured out pump: 242.1792755127
length: 953 measured in pump: 241.93502807617 measured out pump: 241.93499755859
length: 954 measured in pump: 241.69149780273 measured out pump: 241.69146728516
length: 955 measured in pump: 241.44833374023 measured out pump: 241.44827270508
length: 956 measured in pump: 241.20545959473 measured out pump: 241.20542907715
length: 957 measured in pump: 240.96339416504 measured out pump: 240.96336364746
length: 958 measured in pump: 240.72163391113 measured out pump: 240.72160339355
length: 959 measured in pump: 240.48051452637 measured out pump: 240.48048400879
length: 960 measured in pump: 240.23983764648 measured out pump: 240.23983764648
length: 961 measured in pump: 239.99957275391 measured out pump: 239.99955749512
length: 962 measured in pump: 239.75979614258 measured out pump: 239.75979614258
length: 963 measured in pump: 239.52038574219 measured out pump: 239.52033996582
length: 964 measured in pump: 239.28176879883 measured out pump: 239.28175354004
length: 965 measured in pump: 239.04342651367 measured out pump: 239.04341125488
length: 966 measured in pump: 238.80557250977 measured out pump: 238.80554199219
length: 967 measured in pump: 238.56819152832 measured out pump: 238.56817626953
length: 968 measured in pump: 238.33134460449 measured out pump: 238.33131408691
length: 969 measured in pump: 238.09468078613 measured out pump: 238.09466552734
length: 970 measured in pump: 237.85874938965 measured out pump: 237.85870361328
length: 971 measured in pump: 237.62327575684 measured out pump: 237.62322998047
length: 972 measured in pump: 237.3882598877 measured out pump: 237.38824462891
length: 973 measured in pump: 237.1537322998 measured out pump: 237.15371704102
length: 974 measured in pump: 236.91960144043 measured out pump: 236.91957092285
length: 975 measured in pump: 236.68594360352 measured out pump: 236.68592834473
length: 976 measured in pump: 236.45277404785 measured out pump: 236.45275878906
length: 977 measured in pump: 236.22001647949 measured out pump: 236.21997070313
length: 978 measured in pump: 235.9875793457 measured out pump: 235.98754882813
length: 979 measured in pump: 235.75582885742 measured out pump: 235.75578308105
length: 980 measured in pump: 235.5246887207 measured out pump: 235.52464294434
length: 981 measured in pump: 235.29374694824 measured out pump: 235.29370117188
length: 982 measured in pump: 235.06321716309 measured out pump: 235.06317138672
length: 983 measured in pump: 234.83311462402 measured out pump: 234.83309936523
length: 984 measured in pump: 234.60368347168 measured out pump: 234.60366821289
length: 985 measured in pump: 234.37455749512 measured out pump: 234.37454223633
length: 986 measured in pump: 234.1459197998 measured out pump: 234.14588928223
length: 987 measured in pump: 233.91766357422 measured out pump: 233.91764831543
length: 988 measured in pump: 233.68997192383 measured out pump: 233.68995666504
length: 989 measured in pump: 233.46276855469 measured out pump: 233.46272277832
length: 990 measured in pump: 233.23587036133 measured out pump: 233.23582458496
length: 991 measured in pump: 233.00929260254 measured out pump: 233.00927734375
length: 992 measured in pump: 232.78326416016 measured out pump: 232.78324890137
length: 993 measured in pump: 232.55752563477 measured out pump: 232.5574798584
length: 994 measured in pump: 232.33265686035 measured out pump: 232.33262634277
length: 995 measured in pump: 232.10778808594 measured out pump: 232.10774230957
length: 996 measured in pump: 231.8836517334 measured out pump: 231.88360595703
length: 997 measured in pump: 231.65971374512 measured out pump: 231.65966796875
length: 998 measured in pump: 231.43646240234 measured out pump: 231.43641662598
length: 999 measured in pump: 231.21336364746 measured out pump: 231.21334838867
length: 1000 measured in pump: 230.99085998535 measured out pump: 230.99082946777
length: 1001 measured in pump: 230.76879882813 measured out pump: 230.76878356934
